content,score
"I changed my device and have deleted all accounts on the old device, and now I can't log in again using the new device, I think this is the worst verification system",1
"Akun tiba-tiba tidak bisa di akses. Udah 2 kali buat akun, selalu kena banned permanen. Mau buat akun lagi, login harus selalu verifikasi.",1
Login aja dipersulit,1
is the best,5
Keren sangat berguna,5
Kenapa aku tidak bisa meposting poto dan vidio di linkedln ini?apa salah akun aku ini tolong beri tahu?TOLONG PERBAIKIN AKUN AKU LINKEdln INI oke aku sudah tidak bisa update poto dan vidio lagi dari kemarin.linkedln aku tidak bisa mengirim ke grup tolong periksa linkedln aku agar aku bisa kirim ke grup lagi kalau mau mengirim ke grup ada tulisan gagal mengirim gitu saja kurang lebih tulisanya.tolong akun linkedln aku kalau posting vidio dari linkedln suka ada tulisan posting berhasil di hapus,1
KENAPA AKUN SAYA DINONAKTIFKAN? KESALAHAN APA YG SUDAH KAMI BUAT? TOLONG JAWABANYA,1
Aplikasi yg sangat buruk. Tiada angin tiada hujan tiba2 gak bs masuk ke akun. Kl gak bisa bikin management pelayanan yg baik mending tutup aja apk ini!!!!,1
susah banget buat login,1
"Tebak gambar terooss sampe kiamat, aplikasi ngga jelas.",1
"Udah ge ngerti lagi gimana caranya buat login di aplikasi ni,,akun ku udah 3 hari dibatasi ga bisa"" login padahal aku dah up identitas sesuai dengan arahan,,tolong secepatnya pulihkan akun saya,,soalnya bener-bener perlu,,sementara ku kasi bintang 1",1
"Banyak informasi lowongan kerja, semoga saya bisa mendapatkan pekerjaan dari sini Aamiin 🤲",5
"LinkedIn kena hack padahal udah banyak followers lebih dari 500 malah kena hack, keamanan nya dimana?",1
Ok,2
good,5
Aplikasi rusaakk. Ketika login harus verify. Padahal sudah verif dengan benar. Tp tetap tidak bisa.,1
@inayatulmaswiyah,5
nyari kerja disini susah data malah kesebar kemana mana aplikasi tidak bermanfaat merugikan,1
Buruk Verifikasi gambar saat masuk terlalu mengada-ada,1
"buruk, berkali2 minta verifikasi gambar, sudh benar tp tetap dinilai salah",1
Verifikasi gagal terus tidak bisa masuk,1
Verifikasi login susah ganti aja yg gampang.,1
"Apk masalah terussss, tiba2 logout sendiri. Login susah minta ampun !!!! Apk sampah !!!",1
"Tolong aplikasinya diperbaiki, saya kesulitan untuk log in, kendalanya selalu diminta untuk reCaptcha padahal sudah tertera verified. terima kasih",1
"""Respon kode noCAPTCHA Anda tidak valid atau belum diisi"" Padahal saya sudah mengisi dengan benar",1
Good,5
Proses verifikasi login yang selalu gagal,1
"Saat login diminta menebak captcha. setelah verifikasi selesai (anda membuktikan bahwa anda manusia). Lalutiba-tida ada notifikasi "" Respon kode captcha anda belum diisi atau tidak falid"". Lalu capfcha ulang lagi, captcha dengan suara juga sama",3
"Akun saya sudah di batasi 5 hari, dan belum ada pemberitahuan apapun di email saya. Padahal saya sudah verifikasi? Mohon bantuannya",2
"Aplikasi aneh, gabisa login padahal verifikasi udah bener tp masih tetep gabisa login dan verifikasi terus",1
"Masa login"" terus",2
Bagus 👍,5
Ok,5
Ok,5
All We Need Is Faith!,5
"Verifikasinya kurang susah, bisa di susahin lagi gak? Ini aja udah susah banget loh",1
Verikvikasi gagal terooos,1
Gak guna,1
Kenapa akun saya dibatasi tanpa pemberitahuan terlebih dahulu dan saya terus mencoba login kembali tapi tidak bisa. Tolong segera diatasi saya sangat membutuhkan akun nya dan saya pun tidak melakukan hal yang aneh dengan aplikasi ini,2
all unloack service experinces,5
Mantapp kali,5
Pelecehan seksual,5
"Linkedin apps utk android 13, di MIUI 14 XIAOMI selalu gagal dalam Verifikasi captcha baik dgn image ataupun audio.",2
"Selalu minta verifikasi setiap login, udh dijawab malah ngulang terus, pas cari bantuan malah disuruh login dan minta verifikasi lagi, pihak developer mohon diperbaiki",1
Aplikasi kocak akun gue di hack orang vietnam. Ganti nama sendiri sudah upload ktp akses ditolak bukan pemilik asli kocak,1
Verifikasi,1
Aplikasi masih banyak bug nya,2
"Chapta always think im not human, i cant even login",1
"aplikasi tolol gabisa login stuck di verifikasi captcha mending playstore hapus apk ini aplikasi ga berguna,saya naik pitam gara"" apk ini",1
"respon captcha nya nyusahin nih, gagal masuk akun lama terus, tolong perbaiki",1
"Ini aplikasi dah kayak sampah menurut gue, verifikasi ribet. Programmer apaan ini ? Hadeh , apyuuunn...",1
Sangat membantu thanks,5
"Ini kenapa sih tiap mau login kagak bisa, udah ada bacaan verifikasi berhasil malah balik lagi ke awal.",1
"akun saya di hack orang trs udah ngajuan buat pemulihan akun malah gada tindak lanjut dari linkedin, apalagi sekaranh harus verifikasi setiap login jdi ribet bgt",1
"Aplikasinya bagus, tapi kenapa sekarang login sangat susah, berulang-ulang kali mencoba tetap tidak bisa 👎",1
Masak gagal posting terus kenapa ya,1
Great,5
Tidak bisa like dan komen di postinfan akun linkein yg lain.,1
Kenapa pas verifikasi CHAPTA sudah benar tapi mengulang terus menerus sampai upin ipin tamat SD??,2
"Tolong diperbaiki lagi untuk verifikasinya, selalu tidak bisa dan diulang ulang",1
"Mau login ko verivikasi trus sih, udah gitu ulang ulang trus",1
"Ga verifikasi gambar, ga suara sama-sama gabisa, ini gw yg salah atau gmn ya?",1
"NGISI CAPTA GA KELAR KELAR, IDIOT",1
"Setiap login di suruh verifikasi mulu, padahal sudah benar malah ga bisa di login",1
Ok,5
Baik,4
Apk yg lumayan gk guna terlebih ferytifikasi yg susah sekali di mengerti,1
Aku kasih bintang 5 kalau dapat kerjaan dari linked,1
Couldn't sign in by apps in my phone,1
Merekrut cepat,5
Aplikasi yg mantap ... Bisa dapat menyampaikan perkembangan bisnis serta info loker,5
"""Poor customer care, I opened a ticket a week ago regarding my unverified account, and until now, there has been no response.""",2
Sangat membantu,5
"Apk ga jelas, verifikasi ulang² banyak kali ga selesai²",1
"Saya berpengalaman di bidang logistik,posisi terakhir sebagai warehouse & transport supervisor,posisi tersebut pernah saya jalani di berbagai bidang,steel,kimia,consumer good,dll,saya juga pernah bekerja sebagai SITAC di telekomunikasi di wilayah,kalimantan utara,seluruh sumatera,dan jawa.",5
"email dan password sudah betul, sudah coba login dgn berbagai cara tp disuruh verifikasi gambar teruss, padahal udh centang juga verif nya tp ttp gabisa loginn, heran bgt kenapa kaya gt truss pdhl lagi butuh banget urgent pke app ini, tolong diperbaiki🙏🙏🙏",1
Good,5
"verifikasi keamanan gak selesai2, aplikasi pembodohan, cacat",1
Ok,5
Happy,3
"Login, verifikasi, login, verifikasi, udah gitu aja terus. Pikir berkali deh buat yg mau install, sayang paket, mending lanjut di web bukanya",1
"Cari pekerjaan lebih mudah, & banyak relasi yg bisa diikuti supaya tambah wawasan",5
Good,5
susah login!,1
Susah untuk masuk,2
Saya kasih bintang 5 biar saya cepat dapat kerja,5
"Ga jelas aplikasinya, padahal saya ga ngapa² in tiba² direstricted :(",1
Thans apl,5
"Platform yang bukan saja sebagai pencari pekerjaan, tetapi juga sebagai wadah connecting all the people on the world. Kita bisa berinteraksi dgn sesama pengguna, posting informasi2 penting yg mungkin dibutuhkan oleh orang lain. Saling berbagi informasi pekerjaan. Awesome 👍👍",5
"Always and always stay at verification, why??",1
"Kemarin Mash bisa apply lamaran, dan ini mau apply malah eror, bolak balik loh in coba lagi Mulu,pdhal byak prushaan bonafit lah.. merugikan banyak orang ini aplikasi",2
ACl Gamestop,5
Bagus,5
Mantab,5
"Buka aplikasi disuruh verifikasi captcha terus, udah dijawab benar tapi katanya tidak valid terus. Aplikasi rusak",1
Best,5
Saya suka,5
Bagus dan sangat membantu,5
Aplikasi ga berguna. Mau login doang susah bgt. Nyesel bgt,1
Aplikasi yang bermanfaat 👍🏻👍🏻👍🏻,5
Mantap..oke,5
"Great app, it's very help me to the job",5
Memper mudah mencari lowongan pekerjaan,5
Sangat bagus,5
Is very good,5
knp salah terus verifikasinya?buat apa verifikasi?,1
Verifikasi nya tolong di hapus,1
😏to.Tttttýýyýuútuýut,3
"BUG VERIFIKASI CAPTCHA TOLONG DIPERBAIKI, BANYAK PENGGGUN YANG TIDAK BISA LOGIN PERKARA BUG ITU",1
Susah banget masuknya.. Terus minta verifikasi. Padahal udah bener. Tapi kenapa response code nocaptcha anda tidak valid atau belum diisi. Terussss HERANNNNNN,1
Berkat LinkedIn... Lebih mudah mencari rekan kerja dan pekerjaan yang sesuai keahlian saya,5
apk gak guna uninstall aja broo nysel kalo download,1
"Aplikasinya keren, mudah untuk informasi dunia lowongan kerja",5
Aplikasi sangat bagus,5
"Dengan adanya applikasi ini,aku lebih leluasa mengetahui semua informasi tentang lowongan pekerjaan. Semoga applikasi ini tambah sukses.",5
Good,5
Bgus,3
Bad sekali. Mau login susah. Ternyata di komen yg lain jg sama.,1
"Buruk bukan main buruk banget,sudah bener email saya malah tak bisa buka.",1
"Tolong dibantu, akun saya tidak bisa login. Login pakai email yg sama, tapi malah kyk email kosongan, disuruh buat akun baru",1
Dua bintang aja,2
"Udah 2,5k+ relasi. Semoga tahun depan bisa 3.5k+",5
mantap dan bermanfaat,5
Trade Spices,5
"I am currently having an issue with logging into my LinkedIn account. The last time I was asked to upload a photo of my ID card (KTP), and I did it correctly, but still, I cannot access my account. Please help me with this matter.",3
Gajelas,1
Aplikasi sampah dengan tingkat keamanan yang sangat buruk. Akun saya di hack sekian lama baru ada pemberitahuan. Padahal udah verifikasi email juga no hp. Kenapa ada verifikasi diluar itu di biarkan sama linkedin . Kan parah tuh,1
Mantap,5
Good,5
mantap..bisa terhubung sma orang2 sepropesi..,5
Mantap,5
Membantu dalam mencari pekerjaan,5
"stuck diverivikasi doang, padahal udah bener tp ada tulisan, ""Respons kode noCAPTCHA Anda tidak valid atau belum diisi."" gimana nihhh",2
Good,5
Mantab,5
Kerenn pol sangat membantu,5
Login bikin emosi ribet,1
Ok,5
aplikasi ini sanggat bagus dan aplikasi ini mempermudah untuk mendapatkan informasi tentang lowongan pekerjaan,4
"Verifikasi security check aja susah bnr ajg pdhl udh bnr berkali2, dikira gw alien apa? ngecewain aja",1
"Dari tadi verifikasi gambar gabisa login, padahal udah bener tolong diperbaiki lagi.",1
"Good . Good, gooo.",5
Okee good nice,5
Exelent,5
Good,5
Kerennn. Sangat bermanfaat dlm menemukam relasi,5
Ok,4
Good service,5
Bagus,5
Mau Login Aja susah,1
"Makin ksni makin gak jelas, sudah 1 bln ini mungguin hasil verifikasi data gak ada balasan lagi...entah gak tau knpa tiba² gak bisa login lagi ke akun ku.",1
Padahal noCAPTCHA selalu benar. Tpi selalu mengulang ahhsudahlah,1
"Ini aplikasi sangat lah buruk, setiap kali login harus verifikasi trus dan terus. Login pun kg pernah berhasil, pdahal sudah mengikuti arahan. Aplikasi ini sangat lah membuat aku jadi pusing, hadeww😒",1
Tingkatkan prestasimu tetap semangat tanpa batas Raihan 💪👍,5
Wah aplikasinya sangat berguna bisa dapet kerjaan langsung dan dapat cuan tinggal isi misinya,5
Dengan ada nya Aplikasi in bisa membantu saya untuk mendapatkan lowongan pekerjaan trimkasih 🙏🙏🙏🙏🙏,5
Good,5
Sangat membantu bagi kalian pencari kerja,5
So great aplikasi,5
Login gagal terus itu kenapa ya selalu masalah di verifikasi ganbar dan suara padahal saya ngisinya benar.,1
"Akun saya di batasi tanpa alasan yang jelas, sudah mengirimkan dokumen untuk konfirmasi akun namun sampai sekarng belum ditindak lanjuti,",1
Bagus,5
👍👍,5
"mantab jos, untuk tambah relasi",5
"apa ini, baru install mau buat akun aja gabisa lanjut ke tahap selanjutnya, gw kira ngelag ya internetnya, taunya emang apknya aja yg ga jelas gabisa lanjut",1
Mantap,5
Sangat membantu saya dalam menemukan pekerjaan yang sesuai dan saya bisa berinterkasi secara langsung dengan HR dari perusahaan perushaan ternama,5
Busuk,1
"Akun aku gak bisa login sudah beberapa kali, sudah verifikasi juga tetep ajah gak bisa 😭",1
Fery good,5
Aplikasinya bagus,5
"Dua kali akun dibatasi tiba tiba, aneh. Udah verifikasi data masih aja.",1
Terimakasih sukses selalu amin 🙏,5
Loginya sulit,1
"Saya pelanggan lama Linkedin tapi sudah 2x tidak bisa masuk, Alasanya Ini lah, Itulah, Sangat di sayangkan Dalam bagus luar cacad. Payah",1
Aplikasi bagus,5
Ññmm.x7,4
Sopir,5
Coba dulu,2
Linkedin sangat bermanfaat.. Terus tingkatkan kualitasnya Terima kasih,5
"Segera pulihkan akun saya, tidak bisa masuk",1
Bagus,5
Very Useful for Education and Career,5
Aplikasi apaan jaga bisa daftar anjir,1
"Saya telah menggunakan LinkedIn selama beberapa tahun sekarang, dan saya harus mengatakan bahwa ini adalah aplikasi yang benar-benar luar biasa untuk para profesional. Sebagai seorang pengulas profesional, saya melihat LinkedIn sebagai platform yang tak tertandingi dalam membantu memperluas jaringan profesional dan mencari peluang karir yang menarik.",5
Good..,5
Mau buang ini aplikasi dari hp saya gimana caranya?,1
"Memberikan wawasan yang luas, dengan rekan SE profesi 👍",5
Semoga bisa membantu mencari kerja,4
"Parah anjir ga jelas udah verifikasi dengan benar malah di ulang ulang terus, ga jelas ini apk",1
Kami langsung bintang 5 kalau ssya liat bagus,5
Keren,5
Layanan baguss,5
Bikin susah,5
Keamanannya rendah. Akun gampang ke hack.,1
Terlalu mahal premium nya,1
"Tebak gambarnya jangan susah""lah anjeng konnn",1
Kenapa nih tiba gak bisa di login _-,1
Sangat disayangkan nda ada fitur akun linkedIn premium gratis seumur hidup. Padahal dengan fitur tersebut bisa membantu kita² untuk mendapatkan pekerjaan lebih cepat.,1
Mantabs,5
Good,5
Aplikasi yang sangat bagus dalam mencari loker dan informasi perusahaan besar Terima kasih linkedln,5
Saya suka saya suka tapi penggunanya 30 mb yah biar hemat kuota data,5
"Bintang satu dulu, mau cari loker spesifik yang muncul malah loker yang lain",1
Great medsos App,5
Mudah dan terpecaya,5
mau login aja gabisa terus aneh,1
"Akun saya dibatasi, gagal login setelah di-update, saya menggunakan sosmed ini dg wajar. Maaf saya uninstall",1
Selalu baik dan terbaik,5
Dengan LinkedIn memperkuat koneksi kedunia kerja,4
Great job application app!!,5
Nice,5
versi baru very2 slow,2
MantAb,5
👍👍👍info loker,5
Privat lancar,5
Seep nyambung banyak orang gess...?,5
Baik,5
Ok,3
"Bisa menambah wawasan, membuka lahan bisnis dan mencari pekerjaan, membangun koneksi dengan seluruh pengguna Linkedln di seluruh dunia. Mantap👍",5
bukan,4
pplolkkjch,4
Ok,5
Is The Bist,5
Good,5
Tolong yahhh saya sudah berhenti akun tapi masih pemotongan saldo gimana yah merugikan,1
"Verifikasi nya ganti lah, susah banget itu buat masuk login/daftar",1
otw,5
Aplikasi tolol login aja terus stack di gatcha ga jelas tolol hapus aja apk nya dari play store,1
Bagus,5
Saya kecewa,1
So usefull and amaze full,5
Mantap,5
"Cukup membantu bagi saya,terima kasih",1
Bravo,5
Ok dah,5
Keren,5
"Gagal verifikasi, padahal sudah benar",1
"Kenapa verifikasi sudah benar tapi captha tidak ditemukan maksudnya apa, dasar tolol nih developernya",1
Bagus,5
"Gak bisa log in, disuruh berkali kali verifikasi tapi tetap gagal",1
Get your carrier with this application,5
Gak berguna dan gak bermanfaat juga,1
Ok,5
good,5
Construction Superintendent piping and mechanical in the oil and gas industry in Indonesia.,5
"Tlong perbaiki lg min knp si stiap sya login sllu g bsa alesan email sya d pkai seorang mlu pdhl udh brkali"" verifikasi gmbr",1
"The Medical Sales Podcast is a podcast for people who want to get into medical sales and medical sales reps who want to advance their careers. We interview top medical sales reps and leading sales executives from all over the country in pharmaceuticals, medical devices, genetic testing, diagnostic lab sales and more. You’ll laugh, you’ll learn and you’ll be inspired.    Want to learn more about how you can get suppor",5
GABISA LOGIN,1
"sangat bagus,cukup menbantu juga saya mudah memahami🙂",5
LinkedIn sangat bagus dapat membantu seseorang untuk mencari pekerjaan online,5
"Bagus,semoga bisa dapat kerjaan",5
Bagus,5
"Verifikasi buruk, kirim kode gak di kirim2 giliran mencoba lagi ""nomor anda tidak dpt di gunakan"" gak jelas banget ini aplikasi",1
Good,5
Lima langsunh,5
"Login aja di persulit, pas liat ulasan lain juga pada sama, pada susah login !!!",1
Lumayan bagus utk progres informasi pekerjaan dll,3
Verifikasi ga jelas gagal mulu,1
ok,5
Ngk bisa login :(((,1
Tolong kirim email saya mau komplain,1
App yang bagus untuk pencari peluang dan ilmu Pokoknya good 👍banyak wawasan pengetuhan dari para profesional,5
Coba dl,5
Semoga membantu sebagai mana mestinya.,1
"bad app, trying to login again verify not clear what is meant , tried many times still can't login again , very bad!",1
Bagus,5
Alhmdulilah 👍👍👍,3
Gajelas mau edit profil dan isi2 profil keluar keluar terus buang waktu,1
Bagus,4
👍✌,5
Knp mau login ga bisa bisa sih? Buka apknya balik keluar. Mau post juga balik balik.,1
👍,5
"Pada saat login tidak ada kendala, semua nya bagus..",5
"Saya berterima kasih kepada Linkedin. Berkat Linkedin, saya dipertemukan dengan pekerjaan yang pernah menghidupi saya selama 1 tahun.",5
Semoga dapat pekerjaan,5
Jos,5
Sangat baik,5
ok good,5
Tiba tiba tidak bisa log in -_-. Ada apa dengan linkedin,1
It's Very Insightfull,5
Bravo,5
Mantap,5
"Aplikasi yang sangat bagus, sangat membantu dalam mencari pekerjaan...",5
Mau psoting status di Lindkedln selalu gagal terus. Mohon bantuannya. Mohon untuk di perbaiki lagi trimakasih.,1
"Saya ga bisa login, padahal password ga pernah ganti, ga pernah login tempat lain juga",1
Saya blm mencoba,5
Awesome,5
"Mau tutup akun, disuruh masukan kata sandi, tapi kotak kata sandi ga bisa dipencet buat di isi. EMOSI",1
"Saya sangat setuju dngn. PT pana merah, karena bisa meningkat kan taraf hidup kita sebagai masyarakat yg ber ekonomi lemah. 🙏🙏🙏",5
Sukses selalu Linkedln,3
"Sangat membantu anda para pencari segala sumber informasi, Lowker Peluang Bisnis Inspirasi Mentor",5
Aplikasi gk jelas,1
otomatis akan mendeteksi pasangan aplikasi ini dengan baik dan benar sesuai dengan Akun Facebook Anda,5
Mantap,3
Verifikasi captcha kontoll gabisa masuk padahal udah bener malah harus diulang lagi,1
Minta update terus ih elehh,2
"Indonesia udah banyak pengangguran, ditambah lagi di tipu ama aplikasi beginian, bukan ngasih solusi, malah nambah beban idup 🥱",1
Ok,5
Sangat puas,5
"Banyak sekali bug! tolong dibenahkan ini sangat menganggu sekali, karena bug terlalu sering!",3
"ini gimana dah, waktu udh di masukin no otp nya malah di suruh masukin no hp nya lagi, yaa kan udah terdaftar ege, udah 3 minggu kaga bisa daftar ini woy",1
Sangat berarti bagi karir saya pribadi.,5
"Knp ya gabisa login trs di hp,padahal di browser aman",1
Kalu langganan berapa perbulannya,5
Tingkatkan kualitas nys,5
Is the best for me LinkedIn 👍✌️👍🙏🙏,5
High domino island saya terhapus gimana cara instal kembali,4
😢,5
"Gak bisa masuk, verifikasinya ngulang2 disitu terus.",1
bagus,5
. 🙄😛😚,3
"Aplikasi sdh cukup baik seperti tampilan UI/UX yang menarik pengguna, tp ada beberapa kendala dalam login seperti #verifikasi selalu gagal, #error ketika unggah foto, dan loading yang lama saat pindah menu. tlg diperbaiki . terma ksh",4
Bagaimana cara mengaktifkan aplikasi ini,5
"Tiba tiba tidak bisa login, dan pada saat Verifikasi ID untuk login tidak. Terjadi kesalahan pada saat upload. Masih juga tidak bisa, udah buat laporan ke team terkait, gak ada hasilnya LOL",1
Ok,4
"Aplikasi sampah, kaga bisa login",1
tmn bnyk yg nyaranin donlot apk ini tp pas login gagal terus pdhl udh dipencet berkali' tetep aja stuck :),1
Hard work keep moving forward...💪💪🤝,4
Uhg,5
Oke,5
Ok,5
Semoga berhasil pa2 yg dcomentarkan kepada si custermer aktifff perangkat.🦔🦔🦔🦃🦃🦃🦝🦝.,3
Good apk untuk profesional,5
Good,4
Nice,5
God bles,5
Good apps,5
Great,5
Km .,2
"Tidak bisa login, login selalu error",1
"Ini gimana yaa berkali"" buat akun gabisa"" sampe ganti nomor telepon gabisa"" suruh ganti nomer"" tolong diperbaiki dong",1
Aplikasi yg sangat baik dan sangat berguna,5
🤝🤝,5
Apk loker terbaik,5
Mario Samuel Sulu Happy birthday 2023,5
Respon kode noCAPTCHA anda tidak valid terus padahal udah bener isinya,1
Sederhana,5
Salam Golden School Batam,5
Membanty dalam mencari pekerjaan,5
Ok,5
"Apk kntl mau masuk/daftar aja harus verifikasi chaptcha, mana gagal mulu padahal bener.... Lu pikir robot bakal nyari loker?",1
KENAPA SUSAH BANGETG MASUKNYA:( VERIFIKASINYA GAGAL MULU INI TEH KENAPA,2
verivikasi not Robot error tidak dapat login,1
"aplikasi menyesatkan tidak akurat, tidak punya akun tapi ada di likedln di pencarian google muncul nama gua, mana tanda tangan ???? hak cipta ???? dalam 24 jam tidak di hapus di pencarian google anda kena pencemaran nama baik #terimakasih",1
baik,4
Sangat membantu,5
Good aplication,5
Cepat terhubung,5
"Hub nu CD ku w,w xx",2
Bagus,5
VERIFIKASI MILIH² GAMBAR TEROS. SETANGAH JAM GITUUUUU MULU BIKIN EMOSI 😤😤,1
Bgus,5
Oh o,4
Bisa gak buat menghasilkan uang kalau gak bisa aku hapus,5
Masa di suruh updet mulu . Payah,3
Kreen,5
Inii kenapa sihh. Aplikasi ny close sendiri muluuu. Mau up foto susah kali. Berkali-kali close sendiri,3
Semoga masih Good just like used to be,5
secara aplikasi bagus cuman karna blm pernah dapat kerjaan lewat ini aplikasi aja kasih bintang 2.,2
Saya sangat setuju,5
Mantapp,5
Good job Past action and clear direction for apply the job GoodLuck for all,5
Top up,5
Bad captcha. No response.,2
Ok,5
"Bintang 5, karna bisa hapus akun & caranya mudah 👍",5
Daftar aja susah amad,1
Bukan tentang aplikasi ini tapi aplikasi play store terlalu lama pembaruan semua aplikasi putar putar terus dan tidak seleaai dan lama sekali 😡😡😡😡😡,1
Good👍,5
"Tidak bisa masuk , sudah verifikasi mengunakan ktp dan sim dengan posisi foto yg benar , selalu muncul terjadi masalah silahkan coba lagi",1
Iya,5
Lukman Bima Ntb,5
Ok,5
Bintang 2 dulu kalo gw ada panggilan kerja dari lenkedin gw kasih bintang 5,2
"Aplikasi rusak, mau verifikasi aja ribet banget",1
Gak butuh tapi gak bisa dibuang 😑,1
Sif,5
Tolong jangan ada yg pake atas nama husen d aplikasi mana pun ya makasih,2
kasih bintang.moga tetap bagus.apk nya..,5
Ok,5
😸😸😸😸,5
"Parah, masa dah di upload pake identitas asli tetep gx bisa, malah ada notifikasi *terjadi masalah, harap cba lagi*, kan aneh 🤐",2
Sorry to say bukannya membantu memudahkan malah meribetkan diri dengan verifikasi itu Lupa password juga ga seribet ini kalik harusnya Ga user friendly,1
O.k,5
"Ga bisa login dengan akun google,gimana sih",2
"Cari kerja susah, ada aplikasi kerain mempermudah malah mempersulit hidup 😪",1
Sangat membantu untuk membangun relasi,5
"Jelek, verifikasinya aneh",1
"07 82,",2
Ok bagus banget,5
Coba dulu,5
berbagi loker donk,5
Baik,5
Sangat membantu sekali bagi kita semua.. untuk mendapatkan informasi tentang lowongan kerja dan dapat mendapatkan pengetahuan dari berbagai aspek kehidupan,5
Top,5
Halo Min Apakah Aplikasi ini Bisa Untuk Magang Kerja Terima Kasih,5
Bagus,5
Baik,4
tidak ada,5
"KENAPA QR BARCODE HARUS KE DUKCAPIL LAGI....EMANG OTAK ORANG INDONESIA TIDAK LEPAS DARI UNSUR MODUS PUNGLI..., NTAR WARGA MINTA QR BARCODE KENA PUNGLI LAGI...DI DUKCAPIL..., TOLONG KALO MAU CARA ONLINE JANGAN ADA UNSUR PENGARAHAN WARGA JUMPAIN OKNUM DUKCAPIL UNTUK MINTA BARCODE..",5
Ok,5
"Gak tau kenapa, saat mencari perusahaan di kolom pencarian tidak pernah muncul. Ada yang sama? Error atau apa ya? Padahal koneksi lancar kaya",3
Si g oenting donlod..buat pesaratan wkwk,5
Teka teki gambar tai,1
Great job helpfull,5
Mantap,4
Yes good,5
"Weehh gila login gagal terus,gajelas",1
ok,5
Yx dg yee2🤭,1
Ok,5
WOYYY INI VERIFIKASINYA GIMANA KOK GAGAL MULUUUUU HAHHH????????,1
Mempermudah dalam mencari pekerjaan dan menambah ilmu,5
Very Good App.,5
"Gak bisa login! Verifikasi gak bisa"".",1
Aplikasi babi. Shope gua kesedot sendiri gara2 nih aplikasi. . . . Gak ada pemberitahuan umdate langsung update otomatis mana gede bayar nya 600rb,1
Login ga bisa terus,1
Bagus,1
"Bener2 aplikasi nya kacau. Masa mau login aja verifikasi ribet bgt, okelah biar gak bisa akun dihack. Tp ini sih keterlaluan udh bbrp kali mau login sampe gak bisa2. Cuma aplikasi loe doang yg begini",1
Link in knp ya kok gw ga bisa log in si parah,1
Ini kenapa si mau login gak bisa masuk login lama bgt lagih,1
Susah banget mau login aja bangkee.. verifikasi apaan kaga bisa2.. tot,1
"Saat verifikasi gambar dan sudah memilih gambar yang tepat, berikutnya akan muncul notif merah berkata kode recaptcha missing atau invalid dan akan terjadi perulangan minta human verifikasi tanpa ujung.",1
Baik,5
"Kode captcha gak jelas,mempersulit diri",1
APLIKASI BOSOK GA JUELAS VERIFIKASINE,1
Ok,5
Senang aja bisa kenal dengan orang banyak,5
saya merasa terbantu ada aplikasi i,5
Baru nyoba,3
Tidak bisa log in. Sistem verifikasinya buruk.,1
"Mau log in aja susah banget, bikin verifikas log ini nya gausah ribet ribet lah, ""pilih gambar yang menghadap ke atas"" Udah bener juga salah mulu gabisa log in. Mending di bikin verifikasi masukan kata aja sih, gak ribet simpel",1
🤲🤲🤲,4
Muantab,5
Saya coba dulu,5
"Bro perbaiki lagi, orang mau login lu suruh uji kesabaran",1
Aplikasi LinkedIn memudahkan untuk terhubung dengan orang-orang dan hal-hal yang penting untuk kehidupan profe,1
Saya baca komentar banyak gagal.mudah-mudahan saya bisa coba...,5
Saya sudah verifikasi email. Tapi ketika mau apply lamaran selalu minta verifikasi.,1
Sangat membantu orang2 cari kerjaan dan yg gak ada ijazah juga sangar mudah cari kerjaan,5
"Perbaiki proses buat akunnya, error terus kode verifikasi tidak terkirim",1
"Untuk Developer LinkedIn. LinkedIn Sangat Bermanfaat, Terus Tingkatkan Fitur Dan Kualitas Di Dalam Aplikasi.",5
⭐⭐⭐⭐,5
"It is very strange because we can not use the search feature. Even though we know that ""this person"" has LinkedIn, and actually he/she does appear in search feature, but when I clicked, it can't open their profile. It is always appearing caution like ""search not found, try shortening your phrase"". And we can't see who is working in a company. The strange thing is that when we open LinkedIn on the web, we can see all of these employees. Very inefficient.",1
Selalu gagal ketika mau pilih foto untuk di posting,1
Mantap,5
LOGIN GAGAL TRUSSSS!!!!!,1
good and responsible bali guide,5
Susah mau login udah verivikasi selalu gagal gmn se aplikasi ini awlnya enak gk tau tiba tiba eror dan susah untuk login. Perbaiki lah min,1
7 ll,5
More tban 20 years working on reliability section..Working as Maintenance advisor...shop engg . Reliability Engg..Technical Training Instructor etc,5
"App taikkkk, 5akun Ku coba main selalu di ban",1
Ok,5
Baru download gabisa masuk/daftar Aplikasi gila,1
Cukup baik,5
ini aplikasi dibuat sengaja untuk tidak bisa login atau bagaimana ya?,1
Ok,5
Baik,5
Iya,5
Gajek,1
Bagus sekaliii 😍✨,5
"Captcha paling aneh sedunia, udah jelas tulisannya ""anda telah membuktikan bahwa anda manusia"", tapi muncul peringatan no captcha anda tidak valid dan belum terisi. Ini gimana sihhh maunya? Apa perlu ke dokter bawa surat pernyataan kalau saya benar2 makhluk hidup kah? Tolong segera diperbaiki",1
👍,5
Mantap,5
Oppll,5
Kenapa pembayaran saldo premium otomatis? Harusnya kan konfirmasi dulu Uang segitu gitunya dipotong otomatis sama apk ginian! Mana motong saldonya gede banget sampe 700rb!! Itu potongan apa sih bangkeeeee! Dapet kerja dari akun ini aja gak pernah!,1
Ini kenapa upload foto atau postingan ga berhasil-berhasil? Padahal jaringannya lancar,1
I love ❤uh,5
